SalesOrderID,SalesOrderDetailID,CarrierTrackingNumber,OrderQty,ProductID,SpecialOfferID,UnitPrice,Date,IsHoliday
43662,61,2E53-4802-85,1,382,15,183.94,4/1/2011,No
43662,62,2E53-4802-85,3,383,16,178.58,4/8/2011,No
43662,63,2E53-4802-85,1,384,14,2146.96,4/15/2011,No
43662,64,2E53-4802-85,3,385,15,419.46,4/22/2011,No
43663,65,1E90-4FBF-B6,1,386,1,419.46,4/29/2011,No
43664,66,2F44-4BA1-BB,1,387,1,2039.99,5/6/2011,No
43664,67,2F44-4BA1-BB,4,388,1,2024.99,5/13/2011,No
43664,68,2F44-4BA1-BB,1,389,1,28.84,5/20/2011,No
43664,69,2F44-4BA1-BB,1,390,1,28.84,5/27/2011,No
43664,70,2F44-4BA1-BB,2,391,1,2024.99,6/3/2011,No
43664,71,2F44-4BA1-BB,3,392,1,2039.99,6/10/2011,No
43664,72,2F44-4BA1-BB,1,393,1,2039.99,6/17/2011,No
43664,73,2F44-4BA1-BB,1,394,1,2024.99,6/24/2011,No
43664,74,2F44-4BA1-BB,2,395,1,2024.99,7/1/2011,No
43664,75,2F44-4BA1-BB,1,396,16,2039.99,7/8/2011,Yes
43664,76,2F44-4BA1-BB,1,397,12,28.84,7/15/2011,No
43665,77,19F0-4638-8E,2,398,1,20.19,7/22/2011,No
43665,78,19F0-4638-8E,1,399,1,2039.99,7/29/2011,No
43665,79,19F0-4638-8E,1,400,1,20.19,8/5/2011,No
43665,80,19F0-4638-8E,2,401,1,28.84,8/12/2011,No
43665,81,19F0-4638-8E,2,402,1,2024.99,8/19/2011,No
43665,82,19F0-4638-8E,2,403,1,5.19,8/26/2011,No
43665,83,19F0-4638-8E,2,404,1,2024.99,9/2/2011,No
43665,84,19F0-4638-8E,1,405,1,2024.99,9/9/2011,No
43665,85,19F0-4638-8E,6,406,1,5.7,9/16/2011,No
43665,86,19F0-4638-8E,1,407,1,2024.99,9/23/2011,No
43665,87,19F0-4638-8E,1,408,1,2024.99,9/30/2011,No
43665,88,19F0-4638-8E,2,409,16,28.84,10/7/2011,No
43666,89,D46A-40CA-8D,1,410,1,419.46,10/14/2011,No
43666,90,D46A-40CA-8D,1,411,1,2146.96,10/21/2011,No
43666,91,D46A-40CA-8D,1,412,1,356.9,10/28/2011,No
43666,92,D46A-40CA-8D,1,413,1,874.79,11/4/2011,No
43666,93,D46A-40CA-8D,2,414,1,419.46,11/11/2011,No
43666,94,D46A-40CA-8D,1,415,1,419.46,11/18/2011,No
43666,95,D46A-40CA-8D,1,416,1,419.46,11/25/2011,Yes
43666,96,D46A-40CA-8D,1,417,1,874.79,12/2/2011,No
43667,97,4DFB-4B10-A6,3,418,1,5.7,12/9/2011,No
43667,98,4DFB-4B10-A6,1,419,1,2039.99,12/16/2011,No
43667,99,4DFB-4B10-A6,1,420,1,2024.99,12/23/2011,Yes
43667,100,4DFB-4B10-A6,1,421,1,2024.99,12/30/2011,Yes
43668,101,365D-4C9A-BE,3,422,3,874.79,1/6/2012,Yes
43668,102,365D-4C9A-BE,2,423,4,2146.96,1/13/2012,No
43668,103,365D-4C9A-BE,7,424,5,419.46,1/20/2012,No
43668,104,365D-4C9A-BE,6,425,6,419.46,1/27/2012,No
43668,105,365D-4C9A-BE,6,426,7,28.84,2/3/2012,No
43668,106,365D-4C9A-BE,6,427,8,183.94,2/10/2012,Yes
43668,107,365D-4C9A-BE,2,428,9,20.19,2/17/2012,No
43668,108,365D-4C9A-BE,2,429,13,20.19,2/24/2012,No
43668,109,365D-4C9A-BE,2,430,11,874.79,3/2/2012,No
43668,110,365D-4C9A-BE,4,431,12,5.19,3/9/2012,No
43668,111,365D-4C9A-BE,2,432,13,183.94,3/16/2012,No
43668,112,365D-4C9A-BE,3,433,14,874.79,3/23/2012,No
43668,113,365D-4C9A-BE,3,434,15,419.46,3/30/2012,No
43668,114,365D-4C9A-BE,2,435,16,419.46,4/6/2012,No
43668,115,365D-4C9A-BE,3,436,1,183.94,4/13/2012,No
43668,116,365D-4C9A-BE,2,437,1,419.46,4/20/2012,No
43668,117,365D-4C9A-BE,2,438,1,419.46,4/27/2012,No
43668,118,365D-4C9A-BE,2,439,1,183.94,5/4/2012,Yes
43668,119,365D-4C9A-BE,1,440,1,28.84,5/11/2012,No
43668,120,365D-4C9A-BE,2,441,1,419.46,5/18/2012,No
43668,121,365D-4C9A-BE,4,442,1,356.9,5/25/2012,No
43668,122,365D-4C9A-BE,6,443,1,874.79,6/1/2012,No
43668,123,365D-4C9A-BE,4,444,1,419.46,6/8/2012,No
43668,124,365D-4C9A-BE,3,445,1,178.58,6/15/2012,No
43668,125,365D-4C9A-BE,4,446,1,28.84,6/22/2012,No
43668,126,365D-4C9A-BE,3,447,1,178.58,6/29/2012,No
43668,127,365D-4C9A-BE,1,448,1,20.19,7/6/2012,Yes
43668,128,365D-4C9A-BE,3,449,1,356.9,7/13/2012,No
43668,129,365D-4C9A-BE,3,450,1,419.46,7/20/2012,No
43668,130,365D-4C9A-BE,3,451,1,874.79,7/27/2012,No
43668,131,365D-4C9A-BE,2,452,1,419.46,8/3/2012,No
43668,132,365D-4C9A-BE,3,453,1,183.94,8/10/2012,No
43668,133,365D-4C9A-BE,3,454,11,874.79,8/17/2012,No
43668,134,365D-4C9A-BE,6,455,11,183.94,8/24/2012,No
43668,135,365D-4C9A-BE,2,456,14,20.19,8/31/2012,No
43668,136,365D-4C9A-BE,2,457,11,419.46,9/7/2012,No
43668,137,365D-4C9A-BE,6,458,12,874.79,9/14/2012,No
43669,138,B65C-4867-86,1,459,1,714.7,9/21/2012,No
43669,139,B65C-4867-86,1,460,1,714.7,9/28/2012,No
43670,140,F101-4649-85,1,461,1,5.7,10/5/2012,No
43670,141,F101-4649-85,2,462,1,5.7,10/12/2012,No
43670,142,F101-4649-85,2,463,1,2039.99,10/19/2012,No
43670,143,F101-4649-85,1,464,1,2024.99,10/26/2012,No
43670,144,F101-4649-85,1,465,1,5.7,11/2/2012,No
43671,145,DFD9-41B7-94,1,466,1,2146.96,11/9/2012,No
43671,146,DFD9-41B7-94,2,467,1,28.84,11/16/2012,No
43671,147,DFD9-41B7-94,1,468,1,874.79,11/23/2012,Yes
43671,148,DFD9-41B7-94,2,469,1,419.46,11/30/2012,No
43671,149,DFD9-41B7-94,2,470,1,356.9,12/7/2012,No
43671,150,DFD9-41B7-94,2,471,1,419.46,12/14/2012,No
43671,151,DFD9-41B7-94,2,472,1,874.79,12/21/2012,Yes
43671,152,DFD9-41B7-94,2,473,1,419.46,12/28/2012,Yes
43671,153,DFD9-41B7-94,1,474,3,28.84,1/4/2013,Yes
43671,154,DFD9-41B7-94,1,475,4,20.19,1/11/2013,No
43671,155,DFD9-41B7-94,1,476,5,20.19,1/18/2013,No
43671,156,DFD9-41B7-94,2,477,6,356.9,1/25/2013,No
43671,157,DFD9-41B7-94,1,478,7,20.19,2/1/2013,No
43672,158,F4B5-48D0-BA,6,479,8,5.7,2/8/2013,No
43672,159,F4B5-48D0-BA,2,480,9,2024.99,2/15/2013,No
43672,160,F4B5-48D0-BA,1,481,13,2039.99,2/22/2013,No
43673,161,260F-4DCF-A1,1,482,11,874.79,3/1/2013,No
43673,162,260F-4DCF-A1,3,483,12,28.84,3/8/2013,No
43673,163,260F-4DCF-A1,1,484,13,183.94,3/15/2013,No
43673,164,260F-4DCF-A1,2,485,14,419.46,3/22/2013,No
43673,165,260F-4DCF-A1,1,486,15,419.46,3/29/2013,No
43673,166,260F-4DCF-A1,2,487,16,178.58,4/5/2013,No
43673,167,260F-4DCF-A1,2,488,1,419.46,4/12/2013,No
43673,168,260F-4DCF-A1,1,489,1,5.19,4/19/2013,No
43673,169,260F-4DCF-A1,2,490,1,20.19,4/26/2013,No
43673,170,260F-4DCF-A1,1,491,1,20.19,5/3/2013,No
43673,171,260F-4DCF-A1,4,492,1,20.19,5/10/2013,No
43673,172,260F-4DCF-A1,2,493,1,178.58,5/17/2013,No
43673,173,260F-4DCF-A1,1,494,11,874.79,5/24/2013,No
43674,174,4C12-4FF9-80,3,495,1,874.79,5/31/2013,No
43674,175,4C12-4FF9-80,3,496,13,874.79,6/7/2013,No
43675,176,5069-4470-BE,4,497,1,419.46,6/14/2013,Yes
43675,177,5069-4470-BE,5,504,1,20.19,6/21/2013,No
43675,178,5069-4470-BE,2,505,1,178.58,6/28/2013,No
43675,179,5069-4470-BE,1,506,1,20.19,7/5/2013,Yes
43675,180,5069-4470-BE,2,507,1,419.46,7/12/2013,No
43675,181,5069-4470-BE,2,508,1,874.79,7/19/2013,No
43675,182,5069-4470-BE,2,509,1,5.19,7/26/2013,No
43675,183,5069-4470-BE,1,510,1,874.79,2/5/2010,No
43675,184,5069-4470-BE,3,511,1,28.84,2/12/2010,Yes
43675,185,5069-4470-BE,2,512,1,178.58,2/19/2010,No
43675,186,5069-4470-BE,1,513,1,20.19,2/26/2010,No
43675,187,5069-4470-BE,3,514,1,28.84,3/5/2010,Yes
43675,188,5069-4470-BE,5,515,13,20.19,3/12/2010,No
43675,189,5069-4470-BE,2,516,11,178.58,3/19/2010,No
43675,190,5069-4470-BE,1,517,13,20.19,3/26/2010,No
43676,191,11BA-4D19-B7,2,518,1,2024.99,4/2/2010,No
43676,192,11BA-4D19-B7,2,519,1,2024.99,4/9/2010,No
43676,193,11BA-4D19-B7,1,520,1,5.7,4/16/2010,No
43676,194,11BA-4D19-B7,3,521,1,2024.99,4/23/2010,No
43676,195,11BA-4D19-B7,4,522,1,5.7,4/30/2010,No
43676,196,11BA-4D19-B7,3,523,9,2024.99,5/7/2010,No
43677,197,8E3A-4564-99,3,524,1,28.84,5/14/2010,No
43677,198,8E3A-4564-99,1,525,1,2146.96,5/21/2010,No
43677,199,8E3A-4564-99,1,526,1,874.79,5/28/2010,No
43677,200,8E3A-4564-99,1,527,1,419.46,6/4/2010,No
43677,201,8E3A-4564-99,2,528,1,20.19,6/11/2010,No
43677,202,8E3A-4564-99,4,529,1,419.46,6/18/2010,Yes
43677,203,8E3A-4564-99,2,530,1,419.46,6/25/2010,No
43677,204,8E3A-4564-99,1,531,1,419.46,7/2/2010,Yes
43677,205,8E3A-4564-99,5,532,1,5.19,7/9/2010,No
43677,206,8E3A-4564-99,1,533,1,20.19,7/16/2010,No
43677,207,8E3A-4564-99,1,534,1,874.79,7/23/2010,No
43677,208,8E3A-4564-99,2,535,1,183.94,7/30/2010,Yes
43678,209,FBD8-4CE4-8B,1,679,1,419.46,8/6/2010,No
43678,210,FBD8-4CE4-8B,2,680,1,178.58,8/13/2010,No
43678,211,FBD8-4CE4-8B,1,706,1,419.46,8/20/2010,No
43678,212,FBD8-4CE4-8B,2,707,1,356.9,8/27/2010,No
43678,213,FBD8-4CE4-8B,3,708,1,419.46,9/3/2010,Yes
43678,214,FBD8-4CE4-8B,2,709,1,419.46,9/10/2010,No
43678,215,FBD8-4CE4-8B,3,710,1,5.19,9/17/2010,No
43678,216,FBD8-4CE4-8B,4,711,1,20.19,9/24/2010,No
43678,217,FBD8-4CE4-8B,2,712,1,183.94,10/1/2010,No
43678,218,FBD8-4CE4-8B,1,713,1,874.79,10/8/2010,No
43678,219,FBD8-4CE4-8B,2,714,1,183.94,10/15/2010,No
43678,220,FBD8-4CE4-8B,1,715,1,28.84,10/22/2010,No
43678,221,FBD8-4CE4-8B,1,716,1,419.46,10/29/2010,No
43678,222,FBD8-4CE4-8B,2,717,1,874.79,11/5/2010,No
43678,223,FBD8-4CE4-8B,2,718,1,28.84,11/12/2010,No
43678,224,FBD8-4CE4-8B,1,719,1,874.79,11/19/2010,No
43678,225,FBD8-4CE4-8B,1,720,1,874.79,11/26/2010,Yes
43678,226,FBD8-4CE4-8B,3,721,1,20.19,12/3/2010,No
43678,227,FBD8-4CE4-8B,1,722,1,20.19,12/10/2010,No
43678,228,FBD8-4CE4-8B,2,723,1,178.58,12/17/2010,No
43678,229,FBD8-4CE4-8B,4,724,1,20.19,12/24/2010,Yes
43678,230,FBD8-4CE4-8B,3,725,1,5.19,12/31/2010,Yes
43679,231,918F-49F3-AD,1,726,3,419.46,1/7/2011,Yes
43679,232,918F-49F3-AD,2,727,4,419.46,1/14/2011,No
43679,233,918F-49F3-AD,2,728,5,28.84,1/21/2011,No
43680,234,FF1F-4DD0-98,3,729,6,419.46,1/28/2011,No
43680,235,FF1F-4DD0-98,2,730,7,874.79,2/4/2011,No
43680,236,FF1F-4DD0-98,2,731,8,178.58,2/11/2011,No
43680,237,FF1F-4DD0-98,4,732,9,20.19,2/18/2011,No
43680,238,FF1F-4DD0-98,1,733,13,183.94,2/25/2011,No
43680,239,FF1F-4DD0-98,1,734,11,20.19,3/4/2011,Yes
43680,240,FF1F-4DD0-98,2,735,12,28.84,3/11/2011,Yes
43680,241,FF1F-4DD0-98,2,736,13,183.94,3/18/2011,Yes
43680,242,FF1F-4DD0-98,1,737,14,874.79,3/25/2011,Yes
43680,243,FF1F-4DD0-98,1,738,15,419.46,4/1/2011,No
43680,244,FF1F-4DD0-98,2,739,16,2146.96,4/8/2011,No
43680,245,FF1F-4DD0-98,2,740,1,20.19,4/15/2011,No
43680,246,FF1F-4DD0-98,3,741,1,419.46,4/22/2011,No
43680,247,FF1F-4DD0-98,3,742,1,5.19,4/29/2011,No
43680,248,FF1F-4DD0-98,1,743,1,419.46,5/6/2011,No
43680,249,FF1F-4DD0-98,1,744,1,874.79,5/13/2011,No
43680,250,FF1F-4DD0-98,3,745,9,419.46,5/20/2011,No
43681,251,6D51-449D-B3,6,746,1,28.84,5/27/2011,No
43681,252,6D51-449D-B3,5,747,1,419.46,6/3/2011,No
43681,253,6D51-449D-B3,1,748,1,356.9,6/10/2011,No
43681,254,6D51-449D-B3,1,749,1,20.19,6/17/2011,No
43681,255,6D51-449D-B3,1,750,1,183.94,6/24/2011,No
43681,256,6D51-449D-B3,2,751,1,20.19,7/1/2011,No
43681,257,6D51-449D-B3,3,752,1,419.46,7/8/2011,Yes
43681,258,6D51-449D-B3,2,753,1,183.94,7/15/2011,No
43681,259,6D51-449D-B3,3,754,1,874.79,7/22/2011,No
43681,260,6D51-449D-B3,1,755,1,419.46,7/29/2011,No
43681,261,6D51-449D-B3,2,756,1,419.46,8/5/2011,No
43681,262,6D51-449D-B3,2,757,1,178.58,8/12/2011,No
43681,263,6D51-449D-B3,1,758,1,2146.96,8/19/2011,No
43681,264,6D51-449D-B3,2,759,1,28.84,8/26/2011,No
43681,265,6D51-449D-B3,2,760,1,419.46,9/2/2011,No
43681,266,6D51-449D-B3,2,761,1,419.46,9/9/2011,No
43681,267,6D51-449D-B3,1,762,1,874.79,9/16/2011,No
43681,268,6D51-449D-B3,2,763,1,28.84,9/23/2011,No
43681,269,6D51-449D-B3,2,764,1,20.19,9/30/2011,No
43681,270,6D51-449D-B3,1,765,1,183.94,10/7/2011,No
43681,271,6D51-449D-B3,2,766,1,5.19,10/14/2011,No
43681,272,6D51-449D-B3,1,767,1,20.19,10/21/2011,No
43681,273,6D51-449D-B3,1,768,1,183.94,10/28/2011,No
43681,274,6D51-449D-B3,3,769,1,419.46,11/4/2011,No
43681,275,6D51-449D-B3,2,770,1,183.94,11/11/2011,No
43681,276,6D51-449D-B3,2,771,1,28.84,11/18/2011,No
43681,277,6D51-449D-B3,2,772,1,20.19,11/25/2011,Yes
43681,278,6D51-449D-B3,1,773,13,874.79,12/2/2011,No
43682,279,ECD4-43A8-A8,2,774,1,874.79,12/9/2011,No
43682,280,ECD4-43A8-A8,1,775,1,419.46,12/16/2011,No
43682,281,ECD4-43A8-A8,2,776,1,419.46,12/23/2011,Yes
43682,282,ECD4-43A8-A8,2,777,1,419.46,12/30/2011,Yes
43682,283,ECD4-43A8-A8,1,778,3,28.84,1/6/2012,Yes
43682,284,ECD4-43A8-A8,1,779,4,28.84,1/13/2012,No
43683,285,2299-44F7-95,2,780,5,2024.99,1/20/2012,No
43683,286,2299-44F7-95,2,781,6,28.84,1/27/2012,No
43683,287,2299-44F7-95,2,782,7,2039.99,2/3/2012,No
43683,288,2299-44F7-95,1,783,8,2039.99,2/10/2012,Yes
43683,289,2299-44F7-95,1,784,9,20.19,2/17/2012,No
43683,290,2299-44F7-95,2,785,13,20.19,2/24/2012,No
43683,291,2299-44F7-95,3,786,11,5.19,3/2/2012,No
43683,292,2299-44F7-95,4,787,12,2024.99,3/9/2012,No
43683,293,2299-44F7-95,6,788,13,2024.99,3/16/2012,No
43683,294,2299-44F7-95,1,789,14,2039.99,3/23/2012,No
43683,295,2299-44F7-95,3,790,15,20.19,3/30/2012,No
43683,296,2299-44F7-95,5,791,16,2024.99,4/6/2012,No
43683,297,2299-44F7-95,6,792,1,5.7,4/13/2012,No
43683,298,2299-44F7-95,2,793,1,20.19,4/20/2012,No
43683,299,2299-44F7-95,2,794,9,2039.99,4/27/2012,No
43683,300,2299-44F7-95,1,795,13,2039.99,5/4/2012,Yes
43684,301,8C01-4CC0-A9,2,796,1,874.79,5/11/2012,No
43684,302,8C01-4CC0-A9,2,797,1,419.46,5/18/2012,No
43684,303,8C01-4CC0-A9,1,798,1,419.46,5/25/2012,No
43684,304,8C01-4CC0-A9,2,799,1,874.79,6/1/2012,No
43684,305,8C01-4CC0-A9,1,800,1,419.46,6/8/2012,No
43684,306,8C01-4CC0-A9,1,801,1,419.46,6/15/2012,No
43684,307,8C01-4CC0-A9,2,802,1,874.79,6/22/2012,No
43684,308,8C01-4CC0-A9,1,803,1,419.46,6/29/2012,No
43684,309,8C01-4CC0-A9,2,804,7,874.79,7/6/2012,Yes
43684,310,8C01-4CC0-A9,1,805,16,419.46,7/13/2012,No
43684,311,8C01-4CC0-A9,1,806,16,419.46,7/20/2012,No
43685,312,C519-4AB3-88,3,807,1,419.46,7/27/2012,No
43685,313,C519-4AB3-88,1,808,1,419.46,8/3/2012,No
43685,314,C519-4AB3-88,1,809,1,874.79,8/10/2012,No
43685,315,C519-4AB3-88,1,810,1,183.94,8/17/2012,No
43686,316,FBD0-4F71-80,3,811,1,874.79,8/24/2012,No
43686,317,FBD0-4F71-80,1,812,1,419.46,8/31/2012,No
43686,318,FBD0-4F71-80,1,813,1,419.46,9/7/2012,No
43686,319,FBD0-4F71-80,3,814,16,874.79,9/14/2012,No
43687,320,61FA-475A-AC,1,815,1,419.46,9/21/2012,No
43687,321,61FA-475A-AC,2,816,1,419.46,9/28/2012,No
43688,322,16F4-456B-9A,1,817,1,183.94,10/5/2012,No
43688,323,16F4-456B-9A,2,818,1,419.46,10/12/2012,No
43688,324,16F4-456B-9A,3,819,1,419.46,10/19/2012,No
43688,325,16F4-456B-9A,1,820,1,178.58,10/26/2012,No
43688,326,16F4-456B-9A,1,821,1,419.46,11/2/2012,No
43688,327,16F4-456B-9A,2,822,1,183.94,11/9/2012,No
43688,328,16F4-456B-9A,2,823,1,874.79,11/16/2012,No
43688,329,16F4-456B-9A,2,824,1,874.79,11/23/2012,Yes
43688,330,16F4-456B-9A,3,825,1,419.46,11/30/2012,No
43688,331,16F4-456B-9A,1,826,1,419.46,12/7/2012,No
43688,332,16F4-456B-9A,2,827,1,2146.96,12/14/2012,No
43689,333,DCD9-4C9A-AB,3,828,1,419.46,12/21/2012,Yes
43689,334,DCD9-4C9A-AB,2,829,1,178.58,12/28/2012,Yes
43689,335,DCD9-4C9A-AB,2,830,3,183.94,1/4/2013,Yes
43689,336,DCD9-4C9A-AB,1,831,4,2146.96,1/11/2013,No
43689,337,DCD9-4C9A-AB,2,832,5,874.79,1/18/2013,No
43689,338,DCD9-4C9A-AB,4,833,6,419.46,1/25/2013,No
43689,339,DCD9-4C9A-AB,2,834,7,419.46,2/1/2013,No
43689,340,DCD9-4C9A-AB,7,835,8,419.46,2/8/2013,No
43689,341,DCD9-4C9A-AB,3,836,9,183.94,2/15/2013,No
43689,342,DCD9-4C9A-AB,1,837,13,178.58,2/22/2013,No
43689,343,DCD9-4C9A-AB,6,838,11,419.46,3/1/2013,No
43689,344,DCD9-4C9A-AB,2,839,12,183.94,3/8/2013,No
43689,345,DCD9-4C9A-AB,2,840,13,183.94,3/15/2013,No
43689,346,DCD9-4C9A-AB,2,841,14,356.9,3/22/2013,No
43689,347,DCD9-4C9A-AB,5,842,15,419.46,3/29/2013,No
43689,348,DCD9-4C9A-AB,2,843,16,419.46,4/5/2013,No
43689,349,DCD9-4C9A-AB,2,844,1,419.46,4/12/2013,No
43689,350,DCD9-4C9A-AB,3,845,1,874.79,4/19/2013,No
43689,351,DCD9-4C9A-AB,2,846,1,2146.96,4/26/2013,No
43689,352,DCD9-4C9A-AB,9,847,1,419.46,5/3/2013,No
43689,353,DCD9-4C9A-AB,4,848,1,874.79,5/10/2013,No
43689,354,DCD9-4C9A-AB,5,849,1,419.46,5/17/2013,No
43689,355,DCD9-4C9A-AB,2,850,1,2146.96,5/24/2013,No
43690,356,7A3C-492F-A6,1,851,1,28.84,5/31/2013,No
43690,357,7A3C-492F-A6,1,852,1,419.46,6/7/2013,No
43690,358,7A3C-492F-A6,2,853,1,5.19,6/14/2013,Yes
43690,359,7A3C-492F-A6,2,854,1,419.46,6/21/2013,No
43691,360,272B-4319-9E,1,855,1,874.79,6/28/2013,No
43691,361,272B-4319-9E,1,856,1,874.79,7/5/2013,Yes
43692,362,BFA9-470E-B4,5,857,1,419.46,7/12/2013,No
43692,363,BFA9-470E-B4,1,858,1,183.94,7/19/2013,No
43692,364,BFA9-470E-B4,8,859,1,874.79,7/26/2013,No
43692,365,BFA9-470E-B4,2,860,1,183.94,2/5/2010,No
43692,366,BFA9-470E-B4,10,861,1,28.84,2/12/2010,Yes
43692,367,BFA9-470E-B4,1,862,1,419.46,2/19/2010,No
43692,368,BFA9-470E-B4,4,863,1,874.79,2/26/2010,No
43692,369,BFA9-470E-B4,2,864,1,178.58,3/5/2010,Yes
43692,370,BFA9-470E-B4,8,865,1,874.79,3/12/2010,No
43692,371,BFA9-470E-B4,3,866,1,20.19,3/19/2010,No
43692,372,BFA9-470E-B4,6,867,1,419.46,3/26/2010,No
43692,373,BFA9-470E-B4,3,868,1,356.9,4/2/2010,No
43692,374,BFA9-470E-B4,6,869,1,5.19,4/9/2010,No
43692,375,BFA9-470E-B4,4,870,1,28.84,4/16/2010,No
43692,376,BFA9-470E-B4,7,871,1,419.46,4/23/2010,No
43692,377,BFA9-470E-B4,2,872,1,874.79,4/30/2010,No
43692,378,BFA9-470E-B4,4,873,1,28.84,5/7/2010,No
43692,379,BFA9-470E-B4,2,874,1,419.46,5/14/2010,No
43692,380,BFA9-470E-B4,1,875,1,419.46,5/21/2010,No
43692,381,BFA9-470E-B4,2,876,1,2146.96,5/28/2010,No
43692,382,BFA9-470E-B4,1,877,1,419.46,6/4/2010,No
43692,383,BFA9-470E-B4,1,878,1,178.58,6/11/2010,No
43692,384,BFA9-470E-B4,3,879,1,419.46,6/18/2010,Yes
43692,385,BFA9-470E-B4,3,880,1,20.19,6/25/2010,No
43692,386,BFA9-470E-B4,1,881,1,419.46,7/2/2010,Yes
43692,387,BFA9-470E-B4,2,882,1,183.94,7/9/2010,No
43692,388,BFA9-470E-B4,4,883,1,20.19,7/16/2010,No
43692,389,BFA9-470E-B4,2,884,1,183.94,7/23/2010,No
43692,390,BFA9-470E-B4,5,885,1,419.46,7/30/2010,Yes
43692,391,BFA9-470E-B4,2,886,1,183.94,8/6/2010,No
43692,392,BFA9-470E-B4,2,887,14,183.94,8/13/2010,No
43692,393,BFA9-470E-B4,1,888,9,419.46,8/20/2010,No
