SalesOrderID,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,TaxAmt,Freight
44117,0,SO44117,PO4408172413,67,275,2,769,1241.54,387.98
44118,0,SO44118,PO4147180314,254,276,3,1025,329.03,102.82
44119,0,SO44119,PO4640166555,226,280,4,1097,4709.9,1471.84
44120,0,SO44120,PO5597155510,144,277,4,567,2597,811.56
44121,0,SO44121,PO5220129819,150,276,1,1017,6232.66,1947.71
44122,0,SO44122,PO5307162091,26,278,5,949,390.24,121.95
44123,0,SO44123,PO6322187277,12,275,2,809,83.98,26.24
44124,0,SO44124,PO6786110112,100,277,4,559,1484.47,463.9
44125,0,SO44125,PO6873116192,249,277,3,586,249.85,78.08
44126,0,SO44126,PO7192167220,212,281,1,835,1369.03,427.82
44127,0,SO44127,PO7569162058,53,280,4,1091,8770.44,2740.76
44128,0,SO44128,PO9541192839,373,278,5,939,1777.11,555.35
44129,0,SO44129,PO9483186106,304,275,2,760,5352.79,1672.75
44130,0,SO44130,PO9106111486,104,278,5,976,3406.46,1064.52
44131,0,SO44131,PO9019194963,4,275,2,818,1966.52,614.54
44132,0,SO44132,PO9570191688,1,278,5,975,388.8,121.5
44133,0,SO44133,PO9599144193,151,278,5,926,2468.97,771.55
44135,1,SO44135,NULL,8100,0,4,19928,286.26,89.46
44143,1,SO44143,NULL,8090,0,4,27521,286.26,89.46
44148,1,SO44148,NULL,8111,0,4,13886,286.26,89.46
44153,1,SO44153,NULL,8108,0,4,17718,286.26,89.46
44154,1,SO44154,NULL,8116,0,1,19903,286.26,89.46
44155,1,SO44155,NULL,8086,0,4,27306,286.26,89.46
44156,1,SO44156,NULL,7028,0,1,24851,272,85
44159,1,SO44159,NULL,8117,0,4,12930,286.26,89.46
44160,1,SO44160,NULL,8121,0,1,20498,286.26,89.46
44162,1,SO44162,NULL,8120,0,4,14339,286.26,89.46
44163,1,SO44163,NULL,8127,0,4,21205,286.26,89.46
44164,1,SO44164,NULL,8065,0,4,20517,286.26,89.46
44166,1,SO44166,NULL,2365,0,1,25932,55.93,17.48
44169,1,SO44169,NULL,8114,0,1,24810,286.26,89.46
44170,1,SO44170,NULL,8118,0,4,29015,286.26,89.46
44171,1,SO44171,NULL,8078,0,4,18368,286.26,89.46
44172,1,SO44172,NULL,2367,0,4,19055,55.93,17.48
44178,1,SO44178,NULL,8072,0,4,29607,286.26,89.46
44179,1,SO44179,NULL,7029,0,1,18379,270,84.37
44183,1,SO44183,NULL,8101,0,4,16161,286.26,89.46
44186,1,SO44186,NULL,7030,0,4,16797,272,85
44193,1,SO44193,NULL,8105,0,4,12364,286.26,89.46
44197,1,SO44197,NULL,8071,0,4,11779,286.26,89.46
44198,1,SO44198,NULL,8095,0,4,14655,286.26,89.46
44202,1,SO44202,NULL,8102,0,4,22092,286.26,89.46
44203,1,SO44203,NULL,8094,0,4,27487,286.26,89.46
44204,1,SO44204,NULL,2364,0,4,14800,55.93,17.48
44207,1,SO44207,NULL,8103,0,4,23977,286.26,89.46
44208,1,SO44208,NULL,7023,0,4,29280,272,85
44211,1,SO44211,NULL,8098,0,4,11992,286.26,89.46
44212,1,SO44212,NULL,8109,0,4,20275,286.26,89.46
44215,1,SO44215,NULL,8115,0,1,25997,286.26,89.46
44217,1,SO44217,NULL,8093,0,1,22617,286.26,89.46
44219,1,SO44219,NULL,2372,0,4,16112,55.93,17.48
44224,1,SO44224,NULL,8106,0,4,15852,286.26,89.46
44229,1,SO44229,NULL,7027,0,1,28792,272,85
44234,1,SO44234,NULL,8119,0,4,21579,286.26,89.46
44236,1,SO44236,NULL,8125,0,1,16349,286.26,89.46
44241,1,SO44241,NULL,8099,0,4,12601,286.26,89.46
44242,1,SO44242,NULL,8104,0,1,28872,286.26,89.46
44250,1,SO44250,NULL,8107,0,4,15037,286.26,89.46
44251,1,SO44251,NULL,8124,0,4,18248,286.26,89.46
44253,1,SO44253,NULL,8073,0,4,25136,286.26,89.46
44254,1,SO44254,NULL,8087,0,1,22418,286.26,89.46
44255,1,SO44255,NULL,2368,0,4,17187,55.93,17.48
44259,1,SO44259,NULL,8110,0,1,21975,286.26,89.46
44260,1,SO44260,NULL,8128,0,1,12481,286.26,89.46
44269,1,SO44269,NULL,2371,0,4,18221,55.93,17.48
44273,1,SO44273,NULL,8092,0,4,21845,286.26,89.46
44274,1,SO44274,NULL,8097,0,4,23688,286.26,89.46
44280,0,SO44280,PO20068171578,257,275,2,777,5,1.56
44281,0,SO44281,PO18009181739,55,276,4,1073,40.27,12.58
44284,0,SO44284,PO16588183754,66,281,1,849,8429.98,2634.37
44285,0,SO44285,PO16617120120,265,279,1,876,5560.35,1737.61
44286,0,SO44286,PO16008112311,350,276,4,1074,531.7,166.16
44287,0,SO44287,PO15428122091,308,277,3,629,1563.88,488.71
44289,0,SO44289,PO14384127524,56,275,3,810,391.72,122.41
44290,0,SO44290,PO14413160229,130,280,4,1051,369.3,115.41
44291,0,SO44291,PO14123171235,173,281,1,895,444.98,139.06
44292,0,SO44292,PO13949179405,307,275,3,825,329.48,102.96
44293,0,SO44293,PO13775127212,233,275,2,821,2302.04,719.39
44296,0,SO44296,PO12412194442,223,277,3,631,3108.91,971.53
44297,0,SO44297,PO11861112978,213,275,5,755,981.65,306.76
44299,0,SO44299,PO10817117580,259,280,4,1021,3035.86,948.71
44301,0,SO44301,PO10730158868,5,280,4,1069,2832.6,885.19
44302,0,SO44302,PO9947118701,237,278,5,977,206.11,64.41
44303,0,SO44303,PO10092142501,379,275,2,782,0.49,0.15
44304,0,SO44304,PO10179168311,300,278,5,911,3607.88,1127.46
44305,0,SO44305,PO522153226,221,278,5,985,1814.86,567.14
44306,0,SO44306,PO1189114917,117,278,5,955,1788.05,558.76
44307,0,SO44307,PO1566191208,181,275,2,808,743.51,232.35
44308,0,SO44308,PO2552158889,11,281,1,889,1185.31,370.41
44309,0,SO44309,PO3393112350,271,278,5,971,2650.96,828.43
44310,0,SO44310,PO4176199014,371,278,5,958,18.15,5.67
44311,0,SO44311,PO4959115826,85,275,2,783,708.09,221.28
44312,0,SO44312,PO5075136657,84,281,1,871,201.34,62.92
44313,0,SO44313,PO5365138960,154,275,2,771,2503.9,782.47
44314,0,SO44314,PO5626111923,107,277,4,578,4054.74,1267.11
44315,0,SO44315,PO6409154434,59,277,4,592,248.9,77.78
44316,0,SO44316,PO6235117320,37,275,3,801,363.31,113.53
44317,0,SO44317,PO7859142280,315,280,4,1024,3261.58,1019.24
44318,0,SO44318,PO8120137646,7,275,5,807,2026,633.12
44319,0,SO44319,PO9657142761,44,278,5,943,3288.87,1027.77
44321,1,SO44321,NULL,8133,0,1,14070,286.26,89.46
44327,1,SO44327,NULL,8244,0,4,22765,286.26,89.46
44330,1,SO44330,NULL,8130,0,4,20591,286.26,89.46
44331,1,SO44331,NULL,8164,0,1,27653,286.26,89.46
44334,1,SO44334,NULL,8177,0,4,19059,286.26,89.46
44336,1,SO44336,NULL,7035,0,1,23775,272,85
44341,1,SO44341,NULL,7045,0,4,15005,270,84.37
44342,1,SO44342,NULL,2387,0,1,28132,55.93,17.48
44345,1,SO44345,NULL,8131,0,4,29819,286.26,89.46
44346,1,SO44346,NULL,2382,0,4,17017,55.93,17.48
44349,1,SO44349,NULL,8153,0,4,23987,286.26,89.46
44350,1,SO44350,NULL,8154,0,4,21440,286.26,89.46
44351,1,SO44351,NULL,8176,0,4,25395,286.26,89.46
44352,1,SO44352,NULL,8197,0,1,18394,286.26,89.46
44353,1,SO44353,NULL,2373,0,4,13894,55.93,17.48
44354,1,SO44354,NULL,2383,0,4,17669,55.93,17.48
44362,1,SO44362,NULL,8166,0,4,25556,286.26,89.46
44363,1,SO44363,NULL,8187,0,1,19591,286.26,89.46
44369,1,SO44369,NULL,8158,0,4,15840,286.26,89.46
44377,1,SO44377,NULL,8145,0,4,25441,286.26,89.46
44378,1,SO44378,NULL,7043,0,1,20717,270,84.37
44383,1,SO44383,NULL,8173,0,4,18794,286.26,89.46
44384,1,SO44384,NULL,8196,0,4,14740,286.26,89.46
44385,1,SO44385,NULL,8198,0,4,18391,286.26,89.46
44386,1,SO44386,NULL,8234,0,4,13429,286.26,89.46
44394,1,SO44394,NULL,8155,0,1,17298,286.26,89.46
44395,1,SO44395,NULL,8209,0,1,24805,286.26,89.46
44396,1,SO44396,NULL,7041,0,4,13828,272,85
44397,1,SO44397,NULL,2378,0,4,19153,55.93,17.48
44399,1,SO44399,NULL,8150,0,1,14067,286.26,89.46
44400,1,SO44400,NULL,8235,0,4,28677,286.26,89.46
44404,1,SO44404,NULL,8132,0,4,20310,286.26,89.46
44405,1,SO44405,NULL,8135,0,4,22213,286.26,89.46
44406,1,SO44406,NULL,8199,0,4,15475,286.26,89.46
44410,1,SO44410,NULL,8134,0,4,21156,286.26,89.46
44411,1,SO44411,NULL,8231,0,4,18895,286.26,89.46
44414,1,SO44414,NULL,8210,0,4,22999,286.26,89.46
44415,1,SO44415,NULL,8215,0,4,23658,286.26,89.46
44423,1,SO44423,NULL,8233,0,4,14903,286.26,89.46
44428,1,SO44428,NULL,8220,0,4,18557,286.26,89.46
44429,1,SO44429,NULL,8230,0,1,15587,286.26,89.46
44433,1,SO44433,NULL,8175,0,1,15033,286.26,89.46
44434,1,SO44434,NULL,8228,0,4,14830,286.26,89.46
44435,1,SO44435,NULL,8223,0,1,15843,286.26,89.46
44442,1,SO44442,NULL,2379,0,1,13883,55.93,17.48
44448,1,SO44448,NULL,8169,0,1,29096,286.26,89.46
44449,1,SO44449,NULL,8193,0,4,17579,286.26,89.46
44450,1,SO44450,NULL,8194,0,4,21824,286.26,89.46
44451,1,SO44451,NULL,8195,0,1,12858,286.26,89.46
44457,1,SO44457,NULL,8129,0,1,23850,286.26,89.46
44458,1,SO44458,NULL,8156,0,1,25917,286.26,89.46
44459,1,SO44459,NULL,8190,0,4,12895,286.26,89.46
44465,1,SO44465,NULL,2389,0,1,14713,55.93,17.48
44473,1,SO44473,NULL,8162,0,1,26353,286.26,89.46
44474,1,SO44474,NULL,2381,0,4,14321,55.93,17.48
44480,1,SO44480,NULL,7032,0,4,27515,270,84.37
44481,0,SO44481,PO609189211,179,276,4,1070,2531.01,790.94
44482,0,SO44482,PO20300189443,122,277,3,573,40.27,12.58
44483,0,SO44483,PO19981138202,86,279,1,862,289.66,90.52
44487,0,SO44487,PO19923199875,297,275,3,756,4027.94,1258.73
44488,0,SO44488,PO19546136242,258,278,5,930,3153.9,985.59
44489,0,SO44489,PO18908177526,153,281,1,851,987.26,308.52
44491,0,SO44491,PO19256179500,49,275,2,772,329.03,102.82
44492,0,SO44492,PO18676158978,218,276,1,1104,6486.05,2026.89
44493,0,SO44493,PO18560118950,326,278,5,969,620.66,193.95
44494,0,SO44494,PO18386158045,21,275,2,816,2739.49,856.09
44500,0,SO44500,PO16762152605,245,276,4,1032,451.35,141.05
44501,0,SO44501,PO16646128920,191,279,1,832,1891.68,591.15
44502,0,SO44502,PO16791147707,301,275,2,758,1719.97,537.49
44503,0,SO44503,PO16849193815,48,275,3,776,290.56,90.8
44505,0,SO44505,PO16037162003,353,276,4,1052,3364,1051.25
44506,0,SO44506,PO16327113845,175,278,5,974,3424.44,1070.14
44507,0,SO44507,PO16211193285,291,278,5,919,3785.37,1182.93
44508,0,SO44508,PO15747148710,184,274,4,611,402.68,125.84
44509,0,SO44509,PO15689158248,390,277,4,596,4191.06,1309.71
44510,0,SO44510,PO14993138865,161,280,1,1103,167.96,52.49
44511,0,SO44511,PO14529113218,60,279,1,864,975.33,304.79
44513,0,SO44513,PO14471116260,68,279,1,848,4184.71,1307.72
44514,0,SO44514,PO14500153038,384,276,1,1099,4095.82,1279.94
44515,0,SO44515,PO14326161093,127,275,2,765,526.88,164.65
44516,0,SO44516,PO14036117297,71,281,1,841,40.27,12.58
44517,0,SO44517,PO13572181174,366,280,3,1076,2392.66,747.71
44518,0,SO44518,PO12586169040,93,278,5,938,12277.25,3836.64
44519,0,SO44519,PO12122152587,58,277,3,562,206.11,64.41
44520,0,SO44520,PO12499152870,145,276,4,1001,5547.79,1733.69
44521,0,SO44521,PO12557171689,381,276,4,1028,2510,784.37
44522,0,SO44522,PO12006113976,376,275,2,784,2513.72,785.54
44523,0,SO44523,PO11919191573,280,279,1,840,7145.42,2232.94
44524,0,SO44524,PO11716142477,120,275,2,770,391.72,122.41
44528,0,SO44528,PO10759143910,387,277,3,598,10451.1,3265.97
44530,0,SO44530,PO10440138648,243,277,3,628,10093.36,3154.17
44531,0,SO44531,PO10121174343,158,275,2,829,2197.45,686.7
44532,0,SO44532,PO1276112318,9,274,5,970,206.11,64.41
44536,0,SO44536,PO2465119866,69,277,3,576,71.3,22.28
44538,0,SO44538,PO2523126243,152,280,4,1015,5562.45,1738.27
44540,0,SO44540,PO2900111031,169,279,1,884,3715.12,1160.98
44541,0,SO44541,PO2958192556,323,279,1,892,4879.2,1524.75
44543,0,SO44543,PO3045169352,282,277,3,566,36.3,11.34
44544,0,SO44544,PO3799116414,30,276,4,1040,2016.08,630.02
44545,0,SO44545,PO3857159800,246,277,4,588,945.89,295.59
44546,0,SO44546,PO4553186712,332,276,4,1041,167.96,52.49
44548,0,SO44548,PO4698173942,327,276,4,1077,40.27,12.58
44549,0,SO44549,PO5568135148,252,278,5,954,4705.44,1470.45
44550,0,SO44550,PO5191121845,269,277,3,600,2759.37,862.3
44551,0,SO44551,PO5684111258,266,276,4,1053,3939.15,1230.98
44552,0,SO44552,PO5858149301,19,278,5,972,9418.03,2943.14
44553,0,SO44553,PO5800114599,306,278,5,915,583.2,182.25
44554,0,SO44554,PO5742184541,72,279,1,890,71.3,22.28
44555,0,SO44555,PO6293176988,234,278,5,979,2893.97,904.36
44556,0,SO44556,PO6438122669,31,277,4,593,2934.39,917
44557,0,SO44557,PO6351122593,378,277,4,587,2702.74,844.6
44558,0,SO44558,PO6670113276,163,275,2,802,80.54,25.17
44559,0,SO44559,PO6641148111,200,275,2,792,1675.8,523.69
44561,0,SO44561,PO7221158411,198,281,1,869,4049.53,1265.48
44562,0,SO44562,PO7598190472,303,278,5,913,1852.59,578.94
44563,0,SO44563,PO7627161014,88,279,1,880,4584.27,1432.58
44564,0,SO44564,PO7656157194,239,276,4,1056,3323.28,1038.52
44565,0,SO44565,PO7714127691,178,278,5,963,207.28,64.78
44566,0,SO44566,PO7830134580,192,277,4,564,3678.42,1149.51
44567,0,SO44567,PO7917171062,29,280,1,1054,4506.06,1408.14
